Distance,Engine_capacity(cm3),Year
-0.35880498458173443,1.8403002602772105,0.1825481667087514
0.1683132480105151,-0.5322731085359789,-0.6738018718466536
0.619352560434811,-2.4274866123381202,-0.26025442609886146
-1.728225547604898,0.2596384556048658,1.522187248803264
-0.10883138974417281,0.4935764026963729,0.8219725680908307
-1.3840445127650762,-1.1629571686002445,-1.3031240362481806
-0.032752469576219266,1.049969357941038,-0.26025442609886146
-1.1630678549286717,1.8403002602772105,0.33699567903766336
-0.047327016996965794,0.5757708165393348,-0.4012580952135985
2.1409309637938816,1.5115226049053627,-0.4012580952135985
-0.23512239722297568,-0.5306924467313064,0.49499537623911183
0.07593170209228578,1.049969357941038,0.991115109149578
0.42613384004254273,-0.0564939053296031,-1.7572542787895022
-0.5761733279187445,-0.5306924467313064,1.1641400040044154
-0.18491030991212634,-0.5923382571135279,0.49499537623911183
-0.23077503035623548,-0.688758627198541,0.1825481667087514
-1.4892942646088565,-2.9016851537398236,1.341134373488851
-1.4347782840999344,-2.9016851537398236,1.7073896124270675
0.20635270809449185,-0.372626266264072,0.991115109149578
-1.0000415974259143,-0.5306924467313064,1.341134373488851
-0.7391995854215021,-0.688758627198541,0.03157468532568978
-0.35880498458173443,4.211292967285727,0.6566271302875031
2.5655493714539066,-1.00489098813301,0.33699567903766336
-0.2935944815806314,-0.372626266264072,-0.26025442609886146
2.5655493714539066,0.10157227513763137,-1.0599875065444309
0.1085369535928373,-0.5306924467313064,0.03157468532568978
-0.3261997330811829,0.2596384556048658,0.1825481667087514
-1.3804361982656819,-2.743618973272589,1.522187248803264
0.6851608263800908,2.314498801678914,-0.4012580952135985
-1.641278210270094,-1.00489098813301,0.991115109149578
-0.7174627510878011,0.2596384556048658,0.8219725680908307
0.3476421312635484,1.8403002602772105,0.49499537623911183
0.44545788576520295,-0.688758627198541,-0.26025442609886146
0.05334713121957043,-0.7456624521667454,0.991115109149578
-0.9152679435244803,-0.5306924467313064,0.8219725680908307
1.8148784487883667,1.049969357941038,-1.5353876024756743
0.40199508551496776,-0.688758627198541,0.49499537623911183
1.217115504611589,-0.0564939053296031,0.49499537623911183
1.4127470136148979,-0.8468248076657754,-0.11600123711885063
0.9652942788556627,3.4209620649495553,-0.26025442609886146
-0.25012081291322935,0.8919031774738038,0.03157468532568978
2.5655493714539066,0.5757708165393348,-1.1829454673893212
2.5655493714539066,0.10157227513763137,-1.3031240362481806
-1.3695677810988314,-0.5306924467313064,1.522187248803264
-0.5218312420844919,1.049969357941038,1.522187248803264
0.06506328492543528,-1.00489098813301,0.49499537623911183
0.3259052969298474,-0.0564939053296031,0.33699567903766336
0.4997999715994555,-0.8468248076657754,-0.11600123711885063
0.23895795959504335,-0.6919199508078857,0.33699567903766336
0.4997999715994555,1.8403002602772105,-0.9341873109055123
-1.1848046892623727,1.8403002602772105,0.33699567903766336
0.04332645059173427,0.5757708165393348,-0.26025442609886146
-0.3475018307282099,-0.0564939053296031,0.49499537623911183
-0.9022258429242597,-0.8468248076657754,-2.5495772957738523
1.0540892471088312,-0.688758627198541,-0.4012580952135985
-1.928084870886112,0.2596384556048658,1.7073896124270675
0.8368404563606565,-0.688758627198541,-0.4012580952135985
1.8148784487883667,-0.372626266264072,-0.6738018718466536
0.18461587376079083,0.5757708165393348,0.6566271302875031
-0.14143664124472433,-0.688758627198541,0.33699567903766336
0.18461587376079083,0.10157227513763137,-1.3031240362481806
-0.35663130114836433,0.5757708165393348,0.991115109149578
-0.6413838309198475,1.049969357941038,0.49499537623911183
-0.44575232191653846,0.2596384556048658,0.991115109149578
-1.9564623081087587,0.2596384556048658,-1.9691797395998503
-0.6848574995872496,-0.372626266264072,0.33699567903766336
-0.8967916343408344,0.25647713199552113,1.522187248803264
0.07724678056947469,1.049969357941038,-0.5390838801333436
-0.6196469965861465,0.2596384556048658,1.1641400040044154
-0.8402758650732118,-0.5306924467313064,1.1641400040044154
-1.3152256952645789,-0.372626266264072,-2.458316793056166
0.18662653093665818,-0.5306924467313064,0.1825481667087514
0.7389051492701666,-0.688758627198541,-0.26025442609886146
-0.41314707041598697,-0.5306924467313064,-0.26025442609886146
-1.228278357929775,0.2596384556048658,1.1641400040044154
0.9019314067729242,0.5757708165393348,-0.11600123711885063
-0.6631206652535485,0.5757708165393348,0.49499537623911183
-0.10883138974417281,2.1564326212116796,-0.11600123711885063
